alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Top_Itr,Bot_Itr
69.300,0.3995,0.46502,0.91485,-0.2508,0.0068,1.0000,72.9175,160.0000
69.400,0.3978,0.46419,0.91481,-0.2511,0.0068,1.0000,72.9404,160.0000
69.500,0.3960,0.46336,0.91477,-0.2513,0.0067,1.0000,72.9624,160.0000
69.600,0.3942,0.46253,0.91473,-0.2515,0.0067,1.0000,72.9831,160.0000
70.400,0.3804,0.45613,0.91534,-0.2532,0.0065,1.0000,73.0558,160.0000
70.500,0.3786,0.45526,0.91528,-0.2534,0.0065,1.0000,73.0665,160.0000
70.600,0.3769,0.45440,0.91521,-0.2536,0.0065,1.0000,73.0781,160.0000
70.700,0.3751,0.45352,0.91514,-0.2539,0.0065,1.0000,73.0908,160.0000
70.800,0.3734,0.45264,0.91505,-0.2541,0.0065,1.0000,73.1046,160.0000
70.900,0.3716,0.45176,0.91495,-0.2543,0.0064,1.0000,73.1195,160.0000
71.000,0.3699,0.45087,0.91484,-0.2545,0.0064,1.0000,73.1355,160.0000
71.100,0.3681,0.44998,0.91473,-0.2547,0.0064,1.0000,73.1524,160.0000
71.200,0.3664,0.44909,0.91461,-0.2549,0.0063,1.0000,73.1702,160.0000
71.300,0.3646,0.44819,0.91448,-0.2551,0.0063,1.0000,73.1885,160.0000
71.400,0.3629,0.44729,0.91434,-0.2553,0.0063,1.0000,73.2074,160.0000
71.500,0.3611,0.44639,0.91420,-0.2555,0.0062,1.0000,73.2273,160.0000
71.600,0.3594,0.44548,0.91405,-0.2557,0.0062,1.0000,73.2482,160.0000
71.700,0.3576,0.44457,0.91389,-0.2559,0.0062,1.0000,73.2700,160.0000
71.800,0.3559,0.44365,0.91372,-0.2561,0.0061,1.0000,73.2926,160.0000
71.900,0.3541,0.44273,0.91354,-0.2563,0.0061,1.0000,73.3159,160.0000
72.000,0.3524,0.44181,0.91336,-0.2565,0.0061,1.0000,73.3398,160.0000
72.100,0.3506,0.44089,0.91317,-0.2566,0.0060,1.0000,73.3643,160.0000
72.200,0.3489,0.43996,0.91297,-0.2568,0.0060,1.0000,73.3892,160.0000
72.300,0.3471,0.43903,0.91276,-0.2570,0.0059,1.0000,73.4145,160.0000
72.400,0.3454,0.43809,0.91254,-0.2572,0.0059,1.0000,73.4401,160.0000
72.500,0.3436,0.43715,0.91232,-0.2574,0.0058,1.0000,73.4662,160.0000
72.600,0.3419,0.43621,0.91208,-0.2576,0.0058,1.0000,73.4931,160.0000
72.700,0.3401,0.43526,0.91184,-0.2578,0.0057,1.0000,73.5206,160.0000
72.800,0.3384,0.43431,0.91159,-0.2579,0.0057,1.0000,73.5487,160.0000
72.900,0.3366,0.43336,0.91133,-0.2581,0.0056,1.0000,73.5774,160.0000
73.000,0.3349,0.43240,0.91107,-0.2583,0.0056,1.0000,73.6066,160.0000
73.100,0.3331,0.43144,0.91079,-0.2585,0.0055,1.0000,73.6361,160.0000
73.200,0.3313,0.43048,0.91050,-0.2587,0.0055,1.0000,73.6660,160.0000
73.300,0.3296,0.42951,0.91021,-0.2588,0.0054,1.0000,73.6961,160.0000
73.400,0.3278,0.42854,0.90990,-0.2590,0.0054,1.0000,73.7262,160.0000
73.500,0.3261,0.42757,0.90959,-0.2592,0.0053,1.0000,73.7561,160.0000
73.600,0.3243,0.42659,0.90927,-0.2593,0.0053,1.0000,73.7857,160.0000
73.700,0.3226,0.42561,0.90894,-0.2595,0.0052,1.0000,73.8148,160.0000
73.800,0.3208,0.42463,0.90860,-0.2597,0.0052,1.0000,73.8431,160.0000
73.900,0.3191,0.42364,0.90825,-0.2598,0.0052,1.0000,73.8705,160.0000
74.000,0.3173,0.42266,0.90790,-0.2600,0.0051,1.0000,73.8966,160.0000
74.100,0.3156,0.42168,0.90754,-0.2602,0.0051,1.0000,73.9213,160.0000
74.200,0.3138,0.42070,0.90718,-0.2603,0.0050,1.0000,73.9447,160.0000
74.300,0.3120,0.41973,0.90682,-0.2605,0.0050,1.0000,73.9673,160.0000
74.400,0.3103,0.41876,0.90647,-0.2607,0.0050,1.0000,73.9887,160.0000
75.500,0.2911,0.40820,0.90309,-0.2622,0.0048,1.0000,74.0914,160.0000
75.600,0.2894,0.40718,0.90263,-0.2623,0.0048,1.0000,74.1029,160.0000
75.700,0.2877,0.40615,0.90216,-0.2625,0.0048,1.0000,74.1158,160.0000
75.800,0.2859,0.40513,0.90169,-0.2626,0.0047,1.0000,74.1300,160.0000
75.900,0.2842,0.40410,0.90121,-0.2627,0.0047,1.0000,74.1457,160.0000
76.000,0.2824,0.40307,0.90073,-0.2629,0.0047,1.0000,74.1630,160.0000
76.100,0.2807,0.40204,0.90024,-0.2630,0.0047,1.0000,74.1818,160.0000
76.200,0.2790,0.40101,0.89974,-0.2631,0.0046,1.0000,74.2022,160.0000
76.300,0.2773,0.39998,0.89924,-0.2633,0.0046,1.0000,74.2240,160.0000
76.400,0.2755,0.39895,0.89874,-0.2634,0.0046,1.0000,74.2470,160.0000
76.500,0.2738,0.39792,0.89822,-0.2635,0.0045,1.0000,74.2709,160.0000
76.600,0.2721,0.39688,0.89771,-0.2636,0.0045,1.0000,74.2955,160.0000
76.700,0.2703,0.39585,0.89718,-0.2638,0.0045,1.0000,74.3205,160.0000
76.800,0.2686,0.39481,0.89666,-0.2639,0.0044,1.0000,74.3453,160.0000
76.900,0.2669,0.39378,0.89612,-0.2640,0.0044,1.0000,74.3704,160.0000
77.000,0.2652,0.39274,0.89558,-0.2641,0.0044,1.0000,74.3959,160.0000
77.100,0.2634,0.39170,0.89503,-0.2642,0.0043,1.0000,74.4219,160.0000
77.200,0.2617,0.39066,0.89448,-0.2644,0.0043,1.0000,74.4483,160.0000
77.300,0.2600,0.38962,0.89392,-0.2645,0.0042,1.0000,74.4749,160.0000
77.400,0.2583,0.38857,0.89335,-0.2646,0.0042,1.0000,74.5018,160.0000
77.500,0.2566,0.38753,0.89277,-0.2647,0.0042,1.0000,74.5288,160.0000
77.600,0.2549,0.38648,0.89219,-0.2648,0.0041,1.0000,74.5559,160.0000
77.700,0.2531,0.38544,0.89160,-0.2649,0.0041,1.0000,74.5831,160.0000
77.800,0.2514,0.38439,0.89101,-0.2650,0.0040,1.0000,74.6102,160.0000
77.900,0.2497,0.38334,0.89040,-0.2651,0.0040,1.0000,74.6374,160.0000
78.000,0.2480,0.38228,0.88979,-0.2652,0.0040,1.0000,74.6646,160.0000
78.100,0.2463,0.38123,0.88917,-0.2653,0.0039,1.0000,74.6922,160.0000
78.200,0.2446,0.38018,0.88855,-0.2654,0.0039,1.0000,74.7203,160.0000
78.300,0.2429,0.37912,0.88791,-0.2655,0.0038,1.0000,74.7487,160.0000
78.400,0.2412,0.37806,0.88727,-0.2656,0.0038,1.0000,74.7775,160.0000
78.500,0.2395,0.37701,0.88662,-0.2657,0.0038,1.0000,74.8065,160.0000
78.600,0.2378,0.37595,0.88597,-0.2658,0.0037,1.0000,74.8356,160.0000
78.700,0.2361,0.37489,0.88530,-0.2659,0.0037,1.0000,74.8648,160.0000
78.800,0.2344,0.37383,0.88464,-0.2660,0.0036,1.0000,74.8938,160.0000
78.900,0.2327,0.37278,0.88397,-0.2661,0.0036,1.0000,74.9224,160.0000
79.000,0.2310,0.37174,0.88332,-0.2662,0.0036,1.0000,74.9503,160.0000
79.100,0.2293,0.37071,0.88267,-0.2663,0.0035,1.0000,74.9770,160.0000
80.700,0.2025,0.35406,0.87189,-0.2673,0.0033,1.0000,75.1691,160.0000
80.800,0.2008,0.35299,0.87110,-0.2674,0.0033,1.0000,75.1837,160.0000
80.900,0.1992,0.35192,0.87030,-0.2674,0.0032,1.0000,75.2003,160.0000
81.000,0.1975,0.35084,0.86949,-0.2675,0.0032,1.0000,75.2187,160.0000
81.100,0.1959,0.34976,0.86867,-0.2676,0.0032,1.0000,75.2389,160.0000
81.200,0.1942,0.34869,0.86785,-0.2676,0.0032,1.0000,75.2610,160.0000
81.300,0.1926,0.34761,0.86702,-0.2677,0.0031,1.0000,75.2849,160.0000
81.400,0.1910,0.34653,0.86619,-0.2677,0.0031,1.0000,75.3104,160.0000
81.500,0.1893,0.34546,0.86535,-0.2678,0.0031,1.0000,75.3374,160.0000
81.600,0.1877,0.34438,0.86450,-0.2678,0.0030,1.0000,75.3658,160.0000
81.700,0.1860,0.34331,0.86365,-0.2679,0.0030,1.0000,75.3953,160.0000
81.800,0.1844,0.34223,0.86280,-0.2679,0.0030,1.0000,75.4257,160.0000
81.900,0.1828,0.34116,0.86194,-0.2679,0.0029,1.0000,75.4566,160.0000
82.000,0.1812,0.34008,0.86108,-0.2680,0.0029,1.0000,75.4878,160.0000
82.100,0.1795,0.33901,0.86021,-0.2680,0.0029,1.0000,75.5189,160.0000
82.200,0.1779,0.33793,0.85933,-0.2681,0.0028,1.0000,75.5495,160.0000
82.300,0.1763,0.33686,0.85845,-0.2681,0.0028,1.0000,75.5794,160.0000
82.400,0.1747,0.33579,0.85757,-0.2681,0.0028,1.0000,75.6084,160.0000
82.500,0.1731,0.33471,0.85667,-0.2681,0.0027,1.0000,75.6374,160.0000
82.600,0.1715,0.33364,0.85578,-0.2682,0.0027,1.0000,75.6664,160.0000
82.700,0.1698,0.33257,0.85487,-0.2682,0.0027,1.0000,75.6952,160.0000
82.800,0.1682,0.33150,0.85397,-0.2682,0.0026,1.0000,75.7240,160.0000
82.900,0.1666,0.33043,0.85305,-0.2683,0.0026,1.0000,75.7526,160.0000
83.000,0.1650,0.32936,0.85213,-0.2683,0.0026,1.0000,75.7811,160.0000
83.100,0.1634,0.32829,0.85121,-0.2683,0.0025,1.0000,75.8093,160.0000
83.200,0.1618,0.32722,0.85028,-0.2683,0.0025,1.0000,75.8373,160.0000
83.300,0.1602,0.32615,0.84935,-0.2683,0.0025,1.0000,75.8649,160.0000
83.400,0.1586,0.32509,0.84843,-0.2684,0.0024,1.0000,75.8921,160.0000
83.500,0.1571,0.32403,0.84750,-0.2684,0.0024,1.0000,75.9187,160.0000
83.600,0.1555,0.32298,0.84658,-0.2684,0.0024,1.0000,75.9448,160.0000
83.700,0.1539,0.32194,0.84568,-0.2684,0.0023,1.0000,75.9704,160.0000
83.800,0.1523,0.32093,0.84483,-0.2684,0.0023,1.0000,75.9954,160.0000
